HITId,HITTypeId,Title,Description,Keywords,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.occu,Input.question,Input.url,Answer.Description_0,Answer.Description_1,Approve,Reject
3KTZHH2OOLYKJ5AD7OLU4VIA64JM8E,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3ZQIG0FLQIZGLDYX9L7TTR0YPAKVW7,AH0NG7PISCRNQ,152,100% (2/2),100% (2/2),100% (2/2),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/6.jpg,1,1,,
3KTZHH2OOLYKJ5AD7OLU4VIA64JM8E,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,36H9ULYP66D5JWC827JAMF34ZKNJFC,ARI1I8F8U5VMJ,71,100% (2/2),100% (2/2),100% (2/2),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/6.jpg,1,2,,
3HXCEECSRPCZXI0EZH9IBA2LEN4YZL,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3FIJLY1B6YN157F6XKOUJBPG8JTFP8,A2G23RE33ZMMAR,117,100% (3/3),100% (3/3),100% (3/3),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/7.jpg,1,1,,
3HXCEECSRPCZXI0EZH9IBA2LEN4YZL,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3UNH76FOCWO1KVZOAUOQRS219P8YMS,A37HH9CUVRNJR0,21,100% (5/5),100% (5/5),100% (5/5),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/7.jpg,1,1,,
3HXCEECSRPCZXI0EZH9IBA2LEN4YZL,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3QY5DC2MXV3EXCN2E6NOTHCFG0LUFJ,A389UA2GRCJ6,138,0% (0/0),0% (0/0),0% (0/0),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/7.jpg,1,2,,
3UQVX1UPGV0CUC1H22PVW7YUH1R20H,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3AAJC4I4FKBBOD383JDHP7JMBPHZJG,A27BN3L3PUVO39,138,100% (2/2),100% (2/2),100% (2/2),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/8.jpg,1,2,,
3UQVX1UPGV0CUC1H22PVW7YUH1R20H,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3PJ71Z61R8LPN55R9WDC8JL725T19Z,A27K2NABSOGYP3,125,0% (0/0),0% (0/0),0% (0/0),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/8.jpg,1,1,,
3UQVX1UPGV0CUC1H22PVW7YUH1R20H,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3Y54SXRO1P4OGH539QSDALRG79TUTR,AGYT38VVSA48K,72,100% (6/6),100% (6/6),100% (6/6),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/8.jpg,1,1,,
341H3G5YG3X20N4TR9Y9JI812APZ0L,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3BXQMRHWK3HK3MFJ0TR1O7WOD1XMUI,A2HHA9EDBXOU7P,25,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/0.jpg,1,1,,
341H3G5YG3X20N4TR9Y9JI812APZ0L,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3IRIK4HM3E3MSPDRRMZK55DWG1B6CI,A2W6QFKXRQ5FCP,82,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/0.jpg,1,1,,
341H3G5YG3X20N4TR9Y9JI812APZ0L,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3QECW5O0KLK7V2FO8PK529Z08S05TK,A3AHEYM7TME2TV,108,100% (7/7),100% (7/7),100% (7/7),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/0.jpg,1,1,,
3TCFMTM8IH7C11MZYLTVACH4MTX21K,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3RRCEFRB7QVP3XH7UYAAXNN02P5B4V,A2QFD5ODT92HFY,74,100% (16/16),100% (16/16),100% (16/16),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/1.jpg,1,2,,
3TCFMTM8IH7C11MZYLTVACH4MTX21K,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3WI0P0II65BPJ0HPJ6XT06MAXO1DRN,A3OOJ7UQEPKM8F,70,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/1.jpg,1,2,,
3TCFMTM8IH7C11MZYLTVACH4MTX21K,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3R2PKQ87N0RFUVKJ6C2N548DJ6AIM6,AGYT38VVSA48K,36,100% (6/6),100% (6/6),100% (6/6),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/1.jpg,1,2,,
3LAZVA75OLAXXTT04NR6M8UCF46O2S,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3P59JYT76P3FW5W1Q6I742WOOI9T27,A2W6QFKXRQ5FCP,143,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/2.jpg,1,1,,
3LAZVA75OLAXXTT04NR6M8UCF46O2S,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3GFK2QRXXD0ZNJJI3UPGPT6ZCMIW51,A36VIJRVDLM308,115,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/2.jpg,1,1,,
3LAZVA75OLAXXTT04NR6M8UCF46O2S,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3TVRFO09GOYSE8RT5M1981G37EOLX7,AAS6JE0EH82SO,59,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/2.jpg,1,2,,
3S1WOPCJGJCBRYEJHUU2GDMFDDMJE6,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,33IZTU6J85KFILMJPVYAKNUYZ8WSXS,A2HCPC2V4OYFDV,102,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/3.jpg,1,2,,
3S1WOPCJGJCBRYEJHUU2GDMFDDMJE6,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3TVSS0C0E5J18LU84Q7ES9CDSP4WTS,A80V2WHSLGWIW,36,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/3.jpg,1,1,,
3S1WOPCJGJCBRYEJHUU2GDMFDDMJE6,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3XCC1ODXDPUJ89LUOS3D05T9G3QQR5,AH0NG7PISCRNQ,115,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/3.jpg,1,1,,
3FW4EL5A4O7JQM4VHPT9FVR9EZB221,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3VFJCI1K43ISVKRGLWY16RP7AGHGR0,A1P3AU41YZVY4G,116,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/4.jpg,1,2,,
3FW4EL5A4O7JQM4VHPT9FVR9EZB221,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,379J5II41SZJ880CAHBHKCVWR8DLEY,A36VIJRVDLM308,90,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/4.jpg,1,1,,
3FW4EL5A4O7JQM4VHPT9FVR9EZB221,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3S96KQ6I9QN2ZFUHNV2O0LNSL9YDT0,A3OOJ7UQEPKM8F,111,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/4.jpg,1,2,,
33N1S8XHIP427CPBNS29XNRB72VZ1O,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3G5F9DBFOTGYON38EMLTSOQBAM7VH7,A36VIJRVDLM308,107,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/5.jpg,1,2,,
33N1S8XHIP427CPBNS29XNRB72VZ1O,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,39LOEL67OWOLJ30WR8LHWG5TGJP384,A3KHTEPUXLTTTP,177,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/5.jpg,1,2,,
33N1S8XHIP427CPBNS29XNRB72VZ1O,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3G0WWMR1UZ3YTBT2VLMWRLOZF61NQE,A3OOJ7UQEPKM8F,35,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/5.jpg,1,1,,
3D5G8J4N6DNM7CWAOEXGINXABAGTVR,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3YMTUJH0DWZPZJBOUK1VXHTM8W5T43,A1CK4WWKFMOTYN,111,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/6.jpg,1,1,,
3D5G8J4N6DNM7CWAOEXGINXABAGTVR,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,340UGXU9D2K3T99SELSSB3F14U9VU8,A2HCPC2V4OYFDV,91,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/6.jpg,1,2,,
3D5G8J4N6DNM7CWAOEXGINXABAGTVR,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3018Q3ZVOM9RLTEDZW6RA5E4CL4RAZ,A2W6QFKXRQ5FCP,159,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/6.jpg,1,1,,
3XBYQ44Z7SNZM1WFEO2C4PGOIJITW1,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3VA45EW49R6SUS9XBLWU59GWX4EO1Z,A1P3AU41YZVY4G,92,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/7.jpg,1,1,,
3XBYQ44Z7SNZM1WFEO2C4PGOIJITW1,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3OHYZ19UGGOOOGMX74PNGA9Z1YKOAN,A36TSXV3SXLWOQ,23,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/7.jpg,1,2,,
3XBYQ44Z7SNZM1WFEO2C4PGOIJITW1,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,34J10VATJJH6FAIBY594MDSIT77QI1,A3T6VDT9HQOV3N,97,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/7.jpg,1,2,,
3ZLW647WBOE8B40ELP7EY5W1KDB23C,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3TMFV4NEPCXIA12K1SWJ1DGQECJ8WF,A27BN3L3PUVO39,177,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/8.jpg,1,2,,
3ZLW647WBOE8B40ELP7EY5W1KDB23C,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3JV9LGBJWXXPY7Z0T4HXCWK2ZTXGOR,A27K2NABSOGYP3,120,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/8.jpg,1,2,,
3ZLW647WBOE8B40ELP7EY5W1KDB23C,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,33L7PJKHCKHQIKYQ6NR8ET9RAI1T8A,A3MZUG72V5PSN6,36,100% (12/12),100% (12/12),100% (12/12),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/8.jpg,1,3,,
35ZRNT9RVLHMIBPJ8N5B5IZ4LI6O33,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3HMIGG0U4PPMZ6XKGTE7MA16PKJY84,A2W6QFKXRQ5FCP,107,100% (2/2),100% (2/2),100% (2/2),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/0.jpg,1,1,,
35ZRNT9RVLHMIBPJ8N5B5IZ4LI6O33,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,33JKGHPFYGD78WVA3SFFAC4U554NMR,A3AHEYM7TME2TV,120,100% (7/7),100% (7/7),100% (7/7),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/0.jpg,1,2,,
35ZRNT9RVLHMIBPJ8N5B5IZ4LI6O33,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3OLQQLKKNW8DDICC7WZ44XI4NJ8JEU,AGYT38VVSA48K,92,100% (6/6),100% (6/6),100% (6/6),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/0.jpg,1,1,,
3URJ6VVYVS67078N81AUFNRAZI2O4O,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3FQ5JJ512P7CI8V7IG2ZVZCQG09NKM,A2T0CCRHLV7JLL,159,100% (2/2),100% (2/2),100% (2/2),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/1.jpg,1,1,,
3URJ6VVYVS67078N81AUFNRAZI2O4O,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,31QTRG6Q2XW75YW12AGI8WWWEUJYPO,A2W6QFKXRQ5FCP,168,100% (2/2),100% (2/2),100% (2/2),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/1.jpg,1,1,,
3URJ6VVYVS67078N81AUFNRAZI2O4O,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3P1L2B7AD585KZD14VEDPOPAVAJLO2,A34IPEKX5WXJIN,85,0% (0/0),0% (0/0),0% (0/0),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/1.jpg,1,2,,
3MJ28H2Y2HRPWQCNM6T4KFXOZEXO5T,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3NPI0JQDASOBOCX7S4TJ0F4HZS1TPU,A28TA25NJGLL3Y,176,100% (2/2),100% (2/2),100% (2/2),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/2.jpg,1,1,,
3MJ28H2Y2HRPWQCNM6T4KFXOZEXO5T,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,32AT8R96GPSN1HSOKQNN0GVU5QFSU0,A2W6QFKXRQ5FCP,24,100% (2/2),100% (2/2),100% (2/2),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/2.jpg,1,1,,
3MJ28H2Y2HRPWQCNM6T4KFXOZEXO5T,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3JV9LGBJWXXPY7Z0T4HXCWK2ZTXOGZ,A3OOJ7UQEPKM8F,18,100% (1/1),100% (1/1),100% (1/1),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/2.jpg,1,4,,
360ZO6N6K42KXATNCGR84RDLQA1M93,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3P4RDNWND9PPTNEY3FPVPCGWFCFIJ2,A3OOJ7UQEPKM8F,171,100% (1/1),100% (1/1),100% (1/1),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/3.jpg,1,1,,
360ZO6N6K42KXATNCGR84RDLQA1M93,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,36WLNQG783T7VZE0J4MN69ZRFEZEB4,A3SA9LY6RXKFOI,125,100% (7/7),100% (7/7),100% (7/7),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/3.jpg,1,1,,
360ZO6N6K42KXATNCGR84RDLQA1M93,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,31HQ4X3T3WTKIR5UBCVM9TZBSZMSL6,A3T6VDT9HQOV3N,114,0% (0/0),0% (0/0),0% (0/0),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/3.jpg,1,2,,
3XU9MCX6WRV0U6LGWF8AG3ZHQRQR24,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3WQQ9FUS6EDQMY49610NEZ354B28B0,A27QXQ22F9ODSP,33,100% (1/1),100% (1/1),100% (1/1),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/4.jpg,1,1,,
3XU9MCX6WRV0U6LGWF8AG3ZHQRQR24,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3X1FV8S5J1AKOR8XUG3B7OEAVMUGVT,A3QDDYBRNDFRXX,46,100% (2/2),100% (2/2),100% (2/2),wedding,Is the image about wedding?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/4.jpg,1,1,,
